1	100	100.0000	100	7999900
2	200	100.0000	300	7999700
3	300	100.0000	600	7999400
4	400	100.0000	1000	7999000
5	500	100.0000	1500	7998500
6	600	100.0000	2100	7997900
7	700	100.0000	2800	7997200
8	800	100.0000	3600	7996400
9	900	100.0000	4500	7995500
10	1000	100.0000	5500	7994500
11	1100	100.0000	6600	7993400
12	1200	100.0000	7800	7992200
13	1300	100.0000	9100	7990900
14	1400	100.0000	10500	7989500
15	1500	100.0000	12000	7988000
16	1600	100.0000	13600	7986400
17	1700	100.0000	15300	7984700
18	1800	100.0000	17100	7982900
19	1900	100.0000	19000	7981000
20	2000	100.0000	21000	7979000
21	2100	100.0000	23100	7976900
22	2200	100.0000	25300	7974700
23	2300	100.0000	27600	7972400
24	2400	100.0000	30000	7970000
25	2500	100.0000	32500	7967500
26	2600	100.0000	35100	7964900
27	2700	100.0000	37800	7962200
28	2800	100.0000	40600	7959400
29	2900	100.0000	43500	7956500
30	3000	100.0000	46500	7953500
31	3100	100.0000	49600	7950400
32	3200	100.0000	52800	7947200
33	3300	100.0000	56100	7943900
34	3400	100.0000	59500	7940500
35	3500	100.0000	63000	7937000
36	3600	100.0000	66600	7933400
37	3700	100.0000	70300	7929700
38	3800	100.0000	74100	7925900
39	3900	100.0000	78000	7922000
40	4000	100.0000	82000	7918000
41	4100	100.0000	86100	7913900
42	4200	100.0000	90300	7909700
43	4300	100.0000	94600	7905400
44	4400	100.0000	99000	7901000
45	4500	100.0000	103500	7896500
46	4600	100.0000	108100	7891900
47	4700	100.0000	112800	7887200
48	4800	100.0000	117600	7882400
49	4900	100.0000	122500	7877500
50	5000	100.0000	127500	7872500
51	5100	100.0000	132600	7867400
52	5200	100.0000	137800	7862200
53	5300	100.0000	143100	7856900
54	5400	100.0000	148500	7851500
55	5500	100.0000	154000	7846000
56	5600	100.0000	159600	7840400
57	5700	100.0000	165300	7834700
58	5800	100.0000	171100	7828900
59	5900	100.0000	177000	7823000
60	6000	100.0000	183000	7817000
61	6100	100.0000	189100	7810900
