1	100	100.0000	100	7999900
2	100	100.0000	200	7999800
3	100	100.0000	300	7999700
4	100	100.0000	400	7999600
5	100	100.0000	500	7999500
6	100	100.0000	600	7999400
7	100	100.0000	700	7999300
8	100	100.0000	800	7999200
9	100	100.0000	900	7999100
10	100	100.0000	1000	7999000
11	100	100.0000	1100	7998900
12	100	100.0000	1200	7998800
13	100	100.0000	1300	7998700
14	100	100.0000	1400	7998600
15	100	100.0000	1500	7998500
16	100	100.0000	1600	7998400
17	100	100.0000	1700	7998300
18	100	100.0000	1800	7998200
19	100	100.0000	1900	7998100
20	100	100.0000	2000	7998000
21	100	100.0000	2100	7997900
22	100	100.0000	2200	7997800
23	100	100.0000	2300	7997700
24	100	100.0000	2400	7997600
25	100	100.0000	2500	7997500
26	100	100.0000	2600	7997400
27	100	100.0000	2700	7997300
28	100	100.0000	2800	7997200
29	100	100.0000	2900	7997100
30	100	100.0000	3000	7997000
31	100	100.0000	3100	7996900
32	100	100.0000	3200	7996800
33	100	100.0000	3300	7996700
34	100	100.0000	3400	7996600
35	100	100.0000	3500	7996500
36	100	100.0000	3600	7996400
37	100	100.0000	3700	7996300
38	100	100.0000	3800	7996200
39	100	100.0000	3900	7996100
40	100	100.0000	4000	7996000
41	100	100.0000	4100	7995900
42	100	100.0000	4200	7995800
43	100	100.0000	4300	7995700
44	100	100.0000	4400	7995600
45	100	100.0000	4500	7995500
46	100	100.0000	4600	7995400
47	100	100.0000	4700	7995300
48	100	100.0000	4800	7995200
49	100	100.0000	4900	7995100
50	100	100.0000	5000	7995000
51	100	100.0000	5100	7994900
52	100	100.0000	5200	7994800
53	100	100.0000	5300	7994700
54	100	100.0000	5400	7994600
55	100	100.0000	5500	7994500
56	100	100.0000	5600	7994400
57	100	100.0000	5700	7994300
58	100	100.0000	5800	7994200
59	100	100.0000	5900	7994100
60	100	100.0000	6000	7994000
61	100	100.0000	6100	7993900
